ProductCode	MasterProductCode	ProductName	ProductAlternateName	UPC	SKU	ProductDescription	ProductAlternateDescription	ManufacturerCode	ManufacturerName	ManufacturerAlternateName	ProductHierarchyLevel1Code	ProductHierarchyLevel1Name	ProductHierarchyLevel1AlternateName	ProductHierarchyLevel2Code	ProductHierarchyLevel2Name	ProductHierarchyLevel2AlternateName	ProductHierarchyLevel3Code	ProductHierarchyLevel3Name	ProductHierarchyLevel3AlternateName	ProductHierarchyLevel4Code	ProductHierarchyLevel4Name	ProductHierarchyLevel4AlternateName	ProductHierarchyLevel5Code	ProductHierarchyLevel5Name	ProductHierarchyLevel5AlternateName	BrandHierarchyLevel1Code	BrandHierarchyLevel1Name	BrandHierarchyLevel1AlternateName	BrandHierarchyLevel2Code	BrandHierarchyLevel2Name	BrandHierarchyLevel2AlternateName	ProductUnitSizeCode	ProductUnitSizeName	ProductUnitSizeAlternateName	ProductUnitSize	ProductUnitUOM	PackageType	PackageSize	PackageUOM	PackageUnits	IsControlLabel	ProductCustomAttribute1Name	ProductCustomAttribute1Value	ProductCustomAttribute1AlternateValue	ProductCustomAttribute2Name	ProductCustomAttribute2Value	ProductCustomAttribute2AlternateValue	ProductCustomAttribute3Name	ProductCustomAttribute3Value	ProductCustomAttribute3AlternateValue	ProductCustomAttribute4Name	ProductCustomAttribute4Value	ProductCustomAttribute4AlternateValue	ProductCustomAttribute5Name	ProductCustomAttribute5Value	ProductCustomAttribute5AlternateValue	ProductCustomAttribute6Name	ProductCustomAttribute6Value	ProductCustomAttribute6AlternateValue	ProductCustomAttribute7Name	ProductCustomAttribute7Value	ProductCustomAttribute7AlternateValue	ProductCustomAttribute8Name	ProductCustomAttribute8Value	ProductCustomAttribute8AlternateValue	ProductCustomAttribute9Name	ProductCustomAttribute9Value	ProductCustomAttribute9AlternateValue	ProductCustomAttribute10Name	ProductCustomAttribute10Value	ProductCustomAttribute10AlternateValue	VendorCode	VendorName	LargeClusterStatus	MediumClusterStatus	SmallClusterStatus	EqualizedUnitsConversionFactor
102297	102297	HOT BEVERAGE 20OZ	OT BEVERAGE 20OZH-ay	5000102297	432-102297	HOT BEVERAGE 20OZ	OT BEVERAGE 20OZH-ay	SUNCOR HEAD OFFICE	SUNCOR HEAD OFFICE	UNCOR HEAD OFFICES-ay	LOYALTY	LOYALTY	OYALTYL-ay	HOT BEVERAGES	HOT BEVERAGES	OT BEVERAGESH-ay	173	JAVASTOP	AVASTOPJ-ay	173	JAVASTOP	AVASTOPJ-ay	173	JAVASTOP	AVASTOPJ-ay	JAVA STOP	JAVA STOP	AVA STOPJ-ay	JAVA STOP	JAVA STOP	AVA STOPJ-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.2	C4.2	4.2C-ay	C5.1	C5.1	5.1C-ay	C6.3	C6.3	6.3C-ay	C7.3	C7.3	7.3C-ay	C8.3	C8.3	8.3C-ay	C9.1	C9.1	9.1C-ay	C10.2	C10.2	10.2C-ay	SUNCOR HEAD OFFICE	SUNCOR HEAD OFFICE	Core	Core	Core	3
102388	102388	FIREWOOD BUNDLE LG	IREWOOD BUNDLE LGF-ay	5000102388	432-102388	FIREWOOD BUNDLE LG	IREWOOD BUNDLE LGF-ay	FIREWOOD	FIREWOOD	IREWOODF-ay	LOYALTY	LOYALTY	OYALTYL-ay	GENERAL MERCHANDISE	GENERAL MERCHANDISE	ENERAL MERCHANDISEG-ay	280	SEASONAL	EASONALS-ay	280	SEASONAL	EASONALS-ay	280	SEASONAL	EASONALS-ay	GENERIC	GENERIC	ENERICG-ay	GENERIC	GENERIC	ENERICG-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.4	C3.4	3.4C-ay	C4.2	C4.2	4.2C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.2	C7.2	7.2C-ay	C8.1	C8.1	8.1C-ay	C9.3	C9.3	9.3C-ay	C10.1	C10.1	10.1C-ay	FIREWOOD	FIREWOOD	Core	Core	Core	9
105253	105253	PARLOUR SUPER SANDWICH 200ML	ARLOUR SUPER SANDWICH 200MLP-ay	5000105253	432-105253	PARLOUR SUPER SANDWICH 200ML	ARLOUR SUPER SANDWICH 200MLP-ay	NESTLE CANADA - ICE CREAM DIV	NESTLE CANADA - ICE CREAM DIV	ESTLE CANADA - ICE CREAM DIVN-ay	LOYALTY	LOYALTY	OYALTYL-ay	FROZEN	FROZEN	ROZENF-ay	214	NOVELTIES	OVELTIESN-ay	214	NOVELTIES	OVELTIESN-ay	214	NOVELTIES	OVELTIESN-ay	POLAR	POLAR	OLARP-ay	POLAR	POLAR	OLARP-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.2	C4.2	4.2C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.4	C9.4	9.4C-ay	C10.1	C10.1	10.1C-ay	NESTLE CANADA - ICE 	NESTLE CANADA - ICE CREAM DIV	Core	Core	Core	9
105957	105957	TORONTO SUN SUN	ORONTO SUN SUNT-ay	5000105957	432-105957	TORONTO SUN SUN	ORONTO SUN SUNT-ay	NEWSPAPER	NEWSPAPER	EWSPAPERN-ay	LOYALTY	LOYALTY	OYALTYL-ay	PUBLICATIONS	PUBLICATIONS	UBLICATIONSP-ay	213	NEWSPAPERS	EWSPAPERSN-ay	213	NEWSPAPERS	EWSPAPERSN-ay	213	NEWSPAPERS	EWSPAPERSN-ay	GENERIC	GENERIC	ENERICG-ay	GENERIC	GENERIC	ENERICG-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.3	C4.3	4.3C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.1	C9.1	9.1C-ay	C10.1	C10.1	10.1C-ay	NEWSPAPER	NEWSPAPER	Core	Core	Core	6
105958	105958	SUN NEWSPAPER MON TUES WED	UN NEWSPAPER MON TUES WEDS-ay	5000105958	432-105958	SUN NEWSPAPER MON TUES WED	UN NEWSPAPER MON TUES WEDS-ay	NEWSPAPER	NEWSPAPER	EWSPAPERN-ay	LOYALTY	LOYALTY	OYALTYL-ay	PUBLICATIONS	PUBLICATIONS	UBLICATIONSP-ay	213	NEWSPAPERS	EWSPAPERSN-ay	213	NEWSPAPERS	EWSPAPERSN-ay	213	NEWSPAPERS	EWSPAPERSN-ay	GENERIC	GENERIC	ENERICG-ay	GENERIC	GENERIC	ENERICG-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.2	C3.2	3.2C-ay	C4.4	C4.4	4.4C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.3	C8.3	8.3C-ay	C9.2	C9.2	9.2C-ay	C10.1	C10.1	10.1C-ay	NEWSPAPER	NEWSPAPER	Core	Core	Core	4
106010	106010	TORONTO STAR MON TO WED	ORONTO STAR MON TO WEDT-ay	5000106010	432-106010	TORONTO STAR MON TO WED	ORONTO STAR MON TO WEDT-ay	NEWSPAPER	NEWSPAPER	EWSPAPERN-ay	LOYALTY	LOYALTY	OYALTYL-ay	PUBLICATIONS	PUBLICATIONS	UBLICATIONSP-ay	213	NEWSPAPERS	EWSPAPERSN-ay	213	NEWSPAPERS	EWSPAPERSN-ay	213	NEWSPAPERS	EWSPAPERSN-ay	GENERIC	GENERIC	ENERICG-ay	GENERIC	GENERIC	ENERICG-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.2	1.2C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.4	C4.4	4.4C-ay	C5.3	C5.3	5.3C-ay	C6.1	C6.1	6.1C-ay	C7.3	C7.3	7.3C-ay	C8.2	C8.2	8.2C-ay	C9.2	C9.2	9.2C-ay	C10.1	C10.1	10.1C-ay	NEWSPAPER	NEWSPAPER	Core	Core	Core	1
106458	106458	TORONTO STAR SAT (GTA)	ORONTO STAR SAT (GTA)T-ay	5000106458	432-106458	TORONTO STAR SAT (GTA)	ORONTO STAR SAT (GTA)T-ay	NEWSPAPER	NEWSPAPER	EWSPAPERN-ay	LOYALTY	LOYALTY	OYALTYL-ay	PUBLICATIONS	PUBLICATIONS	UBLICATIONSP-ay	213	NEWSPAPERS	EWSPAPERSN-ay	213	NEWSPAPERS	EWSPAPERSN-ay	213	NEWSPAPERS	EWSPAPERSN-ay	GENERIC	GENERIC	ENERICG-ay	GENERIC	GENERIC	ENERICG-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.2	1.2C-ay	C2.1	C2.1	2.1C-ay	C3.3	C3.3	3.3C-ay	C4.4	C4.4	4.4C-ay	C5.2	C5.2	5.2C-ay	C6.1	C6.1	6.1C-ay	C7.3	C7.3	7.3C-ay	C8.1	C8.1	8.1C-ay	C9.1	C9.1	9.1C-ay	C10.1	C10.1	10.1C-ay	NEWSPAPER	NEWSPAPER	Core	Core	Core	1
106459	106459	TORONTO STAR SUN (GTA)	ORONTO STAR SUN (GTA)T-ay	5000106459	432-106459	TORONTO STAR SUN (GTA)	ORONTO STAR SUN (GTA)T-ay	NEWSPAPER	NEWSPAPER	EWSPAPERN-ay	LOYALTY	LOYALTY	OYALTYL-ay	PUBLICATIONS	PUBLICATIONS	UBLICATIONSP-ay	213	NEWSPAPERS	EWSPAPERSN-ay	213	NEWSPAPERS	EWSPAPERSN-ay	213	NEWSPAPERS	EWSPAPERSN-ay	GENERIC	GENERIC	ENERICG-ay	GENERIC	GENERIC	ENERICG-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.2	C2.2	2.2C-ay	C3.1	C3.1	3.1C-ay	C4.1	C4.1	4.1C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.3	C9.3	9.3C-ay	C10.2	C10.2	10.2C-ay	NEWSPAPER	NEWSPAPER	Core	Core	Core	5
107233	107233	TORONTO SUN THURS FRI SAT	ORONTO SUN THURS FRI SATT-ay	5000107233	432-107233	TORONTO SUN THURS FRI SAT	ORONTO SUN THURS FRI SATT-ay	NEWSPAPER	NEWSPAPER	EWSPAPERN-ay	LOYALTY	LOYALTY	OYALTYL-ay	PUBLICATIONS	PUBLICATIONS	UBLICATIONSP-ay	213	NEWSPAPERS	EWSPAPERSN-ay	213	NEWSPAPERS	EWSPAPERSN-ay	213	NEWSPAPERS	EWSPAPERSN-ay	GENERIC	GENERIC	ENERICG-ay	GENERIC	GENERIC	ENERICG-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.2	C2.2	2.2C-ay	C3.1	C3.1	3.1C-ay	C4.1	C4.1	4.1C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.4	C9.4	9.4C-ay	C10.2	C10.2	10.2C-ay	NEWSPAPER	NEWSPAPER	Core	Core	Core	3
108124	108124	ROCK (SAFETY) SALT 10KG PALLET	OCK (SAFETY) SALT 10KG PALLETR-ay	5000108124	432-108124	ROCK (SAFETY) SALT 10KG PALLET	OCK (SAFETY) SALT 10KG PALLETR-ay	ROCK SALT	ROCK SALT	OCK SALTR-ay	LOYALTY	LOYALTY	OYALTYL-ay	GENERAL MERCHANDISE	GENERAL MERCHANDISE	ENERAL MERCHANDISEG-ay	280	SEASONAL	EASONALS-ay	280	SEASONAL	EASONALS-ay	280	SEASONAL	EASONALS-ay	GENERIC	GENERIC	ENERICG-ay	GENERIC	GENERIC	ENERICG-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.2	C3.2	3.2C-ay	C4.2	C4.2	4.2C-ay	C5.3	C5.3	5.3C-ay	C6.2	C6.2	6.2C-ay	C7.3	C7.3	7.3C-ay	C8.1	C8.1	8.1C-ay	C9.1	C9.1	9.1C-ay	C10.2	C10.2	10.2C-ay	ROCK SALT	ROCK SALT	Core	Core	Core	5
110015	110015	DL MONTCLAIR SPRING 710ML	L MONTCLAIR SPRING 710MLD-ay	5000110015	432-110015	DL MONTCLAIR SPRING 710ML	L MONTCLAIR SPRING 710MLD-ay	NESTLE WATERS NORTH AMERICA	NESTLE WATERS NORTH AMERICA	ESTLE WATERS NORTH AMERICAN-ay	LOYALTY	LOYALTY	OYALTYL-ay	ALTERNATE BEVERAGES	ALTERNATE BEVERAGES	LTERNATE BEVERAGESA-ay	117	FLAT WATER	LAT WATERF-ay	117	FLAT WATER	LAT WATERF-ay	117	FLAT WATER	LAT WATERF-ay	MONTCLAIR	MONTCLAIR	ONTCLAIRM-ay	MONTCLAIR	MONTCLAIR	ONTCLAIRM-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.2	C4.2	4.2C-ay	C5.1	C5.1	5.1C-ay	C6.3	C6.3	6.3C-ay	C7.3	C7.3	7.3C-ay	C8.3	C8.3	8.3C-ay	C9.1	C9.1	9.1C-ay	C10.2	C10.2	10.2C-ay	NESTLE WATERS NORTH 	NESTLE WATERS NORTH AMERICA	Core	Core	Core	6
110100	110100	HERSHEY OH HENRY KS 85G	ERSHEY OH HENRY KS 85GH-ay	5000110100	432-110100	HERSHEY OH HENRY KS 85G	ERSHEY OH HENRY KS 85GH-ay	HERSHEY CANADA INC.	HERSHEY CANADA INC.	ERSHEY CANADA INC.H-ay	LOYALTY	LOYALTY	OYALTYL-ay	CONFECTIONERY	CONFECTIONERY	ONFECTIONERYC-ay	388	KING BARS	ING BARSK-ay	388	KING BARS	ING BARSK-ay	388	KING BARS	ING BARSK-ay	OH HENRY	OH HENRY	H HENRYO-ay	OH HENRY	OH HENRY	H HENRYO-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.4	C3.4	3.4C-ay	C4.2	C4.2	4.2C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.2	C7.2	7.2C-ay	C8.1	C8.1	8.1C-ay	C9.3	C9.3	9.3C-ay	C10.1	C10.1	10.1C-ay	HERSHEY CANADA INC.	HERSHEY CANADA INC.	Core	Core	Core	2
110101	110101	HERSHEY REESE PB CUP KS 62G	ERSHEY REESE PB CUP KS 62GH-ay	5000110101	432-110101	HERSHEY REESE PB CUP KS 62G	ERSHEY REESE PB CUP KS 62GH-ay	HERSHEY CANADA INC.	HERSHEY CANADA INC.	ERSHEY CANADA INC.H-ay	LOYALTY	LOYALTY	OYALTYL-ay	CONFECTIONERY	CONFECTIONERY	ONFECTIONERYC-ay	388	KING BARS	ING BARSK-ay	388	KING BARS	ING BARSK-ay	388	KING BARS	ING BARSK-ay	REESES	REESES	EESESR-ay	REESES	REESES	EESESR-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.2	C4.2	4.2C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.4	C9.4	9.4C-ay	C10.1	C10.1	10.1C-ay	HERSHEY CANADA INC.	HERSHEY CANADA INC.	Core	Core	Core	8
110771	110771	PARMALAT HOMO 4L	ARMALAT HOMO 4LP-ay	5000110771	432-110771	PARMALAT HOMO 4L	ARMALAT HOMO 4LP-ay	PARMALAT	PARMALAT	ARMALATP-ay	LOYALTY	LOYALTY	OYALTYL-ay	DAIRY	DAIRY	AIRYD-ay	124	FLUID MILK 4L	LUID MILK 4LF-ay	124	FLUID MILK 4L	LUID MILK 4LF-ay	124	FLUID MILK 4L	LUID MILK 4LF-ay	PARMALAT	PARMALAT	ARMALATP-ay	PARMALAT	PARMALAT	ARMALATP-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.3	C4.3	4.3C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.1	C9.1	9.1C-ay	C10.1	C10.1	10.1C-ay	PARMALAT	PARMALAT	Core	Core	Core	9
110781	110781	PARMALAT 2PCT 4L	ARMALAT 2PCT 4LP-ay	5000110781	432-110781	PARMALAT 2PCT 4L	ARMALAT 2PCT 4LP-ay	PARMALAT	PARMALAT	ARMALATP-ay	LOYALTY	LOYALTY	OYALTYL-ay	DAIRY	DAIRY	AIRYD-ay	124	FLUID MILK 4L	LUID MILK 4LF-ay	124	FLUID MILK 4L	LUID MILK 4LF-ay	124	FLUID MILK 4L	LUID MILK 4LF-ay	PARMALAT	PARMALAT	ARMALATP-ay	PARMALAT	PARMALAT	ARMALATP-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.2	C3.2	3.2C-ay	C4.4	C4.4	4.4C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.3	C8.3	8.3C-ay	C9.2	C9.2	9.2C-ay	C10.1	C10.1	10.1C-ay	PARMALAT	PARMALAT	Core	Core	Core	10
110786	110786	zPARMALAT CHOC 500ML	PARMALAT CHOC 500MLz-ay	5000110786	432-110786	zPARMALAT CHOC 500ML	PARMALAT CHOC 500MLz-ay	PARMALAT	PARMALAT	ARMALATP-ay	LOYALTY	LOYALTY	OYALTYL-ay	DAIRY	DAIRY	AIRYD-ay	120	FLUID MILK <1L	LUID MILK <1LF-ay	120	FLUID MILK <1L	LUID MILK <1LF-ay	120	FLUID MILK <1L	LUID MILK <1LF-ay	PARMALAT	PARMALAT	ARMALATP-ay	PARMALAT	PARMALAT	ARMALATP-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.2	1.2C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.4	C4.4	4.4C-ay	C5.3	C5.3	5.3C-ay	C6.1	C6.1	6.1C-ay	C7.3	C7.3	7.3C-ay	C8.2	C8.2	8.2C-ay	C9.2	C9.2	9.2C-ay	C10.1	C10.1	10.1C-ay	PARMALAT	PARMALAT	Core	Core	Core	4
113142	113142	WRIGLEYS EXCEL POLAR ICE 12P	RIGLEYS EXCEL POLAR ICE 12PW-ay	5000113142	432-113142	WRIGLEYS EXCEL POLAR ICE 12P	RIGLEYS EXCEL POLAR ICE 12PW-ay	WRIGLEY CANADA	WRIGLEY CANADA	RIGLEY CANADAW-ay	LOYALTY	LOYALTY	OYALTYL-ay	CONFECTIONERY	CONFECTIONERY	ONFECTIONERYC-ay	157	GUM	UMG-ay	157	GUM	UMG-ay	157	GUM	UMG-ay	EXCEL	EXCEL	XCELE-ay	EXCEL	EXCEL	XCELE-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.2	1.2C-ay	C2.1	C2.1	2.1C-ay	C3.3	C3.3	3.3C-ay	C4.4	C4.4	4.4C-ay	C5.2	C5.2	5.2C-ay	C6.1	C6.1	6.1C-ay	C7.3	C7.3	7.3C-ay	C8.1	C8.1	8.1C-ay	C9.1	C9.1	9.1C-ay	C10.1	C10.1	10.1C-ay	WRIGLEY CANADA	WRIGLEY CANADA	Core	Core	Core	5
113343	113343	CS ICED CAPPUCCINO REGULAR	S ICED CAPPUCCINO REGULARC-ay	5000113343	432-113343	CS ICED CAPPUCCINO REGULAR	S ICED CAPPUCCINO REGULARC-ay	SUNCOR HEAD OFFICE	SUNCOR HEAD OFFICE	UNCOR HEAD OFFICES-ay	LOYALTY	LOYALTY	OYALTYL-ay	FOUNTAIN	FOUNTAIN	OUNTAINF-ay	131	FROZEN NON CARB BEVERAGES	ROZEN NON CARB BEVERAGESF-ay	131	FROZEN NON CARB BEVERAGES	ROZEN NON CARB BEVERAGESF-ay	131	FROZEN NON CARB BEVERAGES	ROZEN NON CARB BEVERAGESF-ay	COOL STOP	COOL STOP	OOL STOPC-ay	COOL STOP	COOL STOP	OOL STOPC-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.2	C2.2	2.2C-ay	C3.1	C3.1	3.1C-ay	C4.1	C4.1	4.1C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.3	C9.3	9.3C-ay	C10.2	C10.2	10.2C-ay	SUNCOR HEAD OFFICE	SUNCOR HEAD OFFICE	Core	Core	Core	9
114063	114063	GATORADE COOL BLUE 710ML	ATORADE COOL BLUE 710MLG-ay	5000114063	432-114063	GATORADE COOL BLUE 710ML	ATORADE COOL BLUE 710MLG-ay	PEPSI-COLA	PEPSI-COLA	EPSI-COLAP-ay	LOYALTY	LOYALTY	OYALTYL-ay	ALTERNATE BEVERAGES	ALTERNATE BEVERAGES	LTERNATE BEVERAGESA-ay	170	ISOTONICS	SOTONICSI-ay	170	ISOTONICS	SOTONICSI-ay	170	ISOTONICS	SOTONICSI-ay	GATORADE	GATORADE	ATORADEG-ay	GATORADE	GATORADE	ATORADEG-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.2	C2.2	2.2C-ay	C3.1	C3.1	3.1C-ay	C4.1	C4.1	4.1C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.1	C7.1	7.1C-ay	C8.1	C8.1	8.1C-ay	C9.4	C9.4	9.4C-ay	C10.2	C10.2	10.2C-ay	PEPSI-COLA	PEPSI-COLA	Core	Core	Core	9
114198	114198	DRMSTK CRML NUT 180	RMSTK CRML NUT 180D-ay	5000114198	432-114198	DRMSTK CRML NUT 180	RMSTK CRML NUT 180D-ay	NESTLE CANADA - ICE CREAM DIV	NESTLE CANADA - ICE CREAM DIV	ESTLE CANADA - ICE CREAM DIVN-ay	LOYALTY	LOYALTY	OYALTYL-ay	FROZEN	FROZEN	ROZENF-ay	214	NOVELTIES	OVELTIESN-ay	214	NOVELTIES	OVELTIESN-ay	214	NOVELTIES	OVELTIESN-ay	DRUMSTICK	DRUMSTICK	RUMSTICKD-ay	DRUMSTICK	DRUMSTICK	RUMSTICKD-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.2	C3.2	3.2C-ay	C4.2	C4.2	4.2C-ay	C5.3	C5.3	5.3C-ay	C6.2	C6.2	6.2C-ay	C7.3	C7.3	7.3C-ay	C8.1	C8.1	8.1C-ay	C9.1	C9.1	9.1C-ay	C10.2	C10.2	10.2C-ay	NESTLE CANADA - ICE 	NESTLE CANADA - ICE CREAM DIV	Core	Core	Core	9
114301	114301	COKE CLASSIC 591ML	OKE CLASSIC 591MLC-ay	5000114301	432-114301	COKE CLASSIC 591ML	OKE CLASSIC 591MLC-ay	COCA-COLA REFRESHMENTS CANADA CO	COCA-COLA REFRESHMENTS CANADA CO	OCA-COLA REFRESHMENTS CANADA COC-ay	LOYALTY	LOYALTY	OYALTYL-ay	PACKAGED SOFT DRINKS	PACKAGED SOFT DRINKS	ACKAGED SOFT DRINKSP-ay	256	PSD 591ML	SD 591MLP-ay	256	PSD 591ML	SD 591MLP-ay	256	PSD 591ML	SD 591MLP-ay	COKE	COKE	OKEC-ay	COKE	COKE	OKEC-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.1	C3.1	3.1C-ay	C4.2	C4.2	4.2C-ay	C5.1	C5.1	5.1C-ay	C6.3	C6.3	6.3C-ay	C7.3	C7.3	7.3C-ay	C8.3	C8.3	8.3C-ay	C9.1	C9.1	9.1C-ay	C10.2	C10.2	10.2C-ay	COCA-COLA REFRESHMEN	COCA-COLA REFRESHMENTS CANADA CO	Core	Core	Core	4
